연도,역번호,역명,1월 승차, 1월 하차,2월 승차, 2월 하차,3월 승차,3월 하차,4월 승차,4월 하차,5월 승차,5월 하차,6월 승차,6월 하차,7월 승차,7월 하차,8월 승차,8월 하차,9월 승차,9월 하차,10월 승차,10월 하차,11월 승차,11월 하차,12월 승차,12월 하차
2017,113,갈마,"92,699","89,788","91,773","88,997","101,785","97,571","97,875","93,399","100,391"," 95,746 "," 96,071 "," 91,808 "," 92,827 "," 88,364 "," 91,783 "," 87,085 "," 96,462 "," 92,097 "," 87,961 "," 85,147 "," 94,172 "," 91,024 "," 96,350 "," 93,764 "
2017,114,월평,"113,393","113,190","111,380","110,027","126,850","126,717","122,417","122,253","122,572"," 122,581 "," 117,804 "," 116,371 "," 115,095 "," 114,017 "," 111,878 "," 111,524 "," 121,254 "," 120,192 "," 114,044 "," 113,713 "," 120,889 "," 119,746 "," 123,603 "," 122,708 "
2017,115,갑천,"29,792","28,703","29,878","28,903","34,509","33,343","33,113","33,127","33,500"," 32,499 "," 32,358 "," 31,229 "," 29,073 "," 27,934 "," 29,341 "," 28,171 "," 32,596 "," 32,098 "," 29,799 "," 29,927 "," 32,840 "," 32,285 "," 31,953 "," 31,206 "
2017,116,유성온천,"264,550","270,567","262,937","267,704","299,223","303,830","279,969","287,008","297,410"," 305,455 "," 273,093 "," 277,418 "," 259,047 "," 266,397 "," 258,145 "," 265,763 "," 280,584 "," 287,656 "," 257,540 "," 264,424 "," 286,955 "," 293,539 "," 301,044 "," 307,493 "
2017,117,구암,"75,582","76,083","74,865","75,632","91,219","92,111","88,342","88,472","89,465"," 89,877 "," 86,535 "," 86,423 "," 78,428 "," 78,316 "," 78,518 "," 78,504 "," 89,405 "," 89,339 "," 78,536 "," 78,688 "," 85,336 "," 85,397 "," 82,488 "," 81,132 "
2017,118,현충원,"64,339","47,098","63,108","46,273","93,379","76,059","92,304","75,618","93,343"," 76,684 "," 80,213 "," 65,399 "," 65,301 "," 50,058 "," 67,468 "," 52,661 "," 84,039 "," 69,570 "," 78,045 "," 63,913 "," 81,866 "," 67,563 "," 72,509 "," 55,541 "
2017,119,월드컵경기장,"70,217","64,046","67,926","62,225","76,956","72,298","73,663","68,515","79,531"," 73,739 "," 80,853 "," 75,378 "," 74,804 "," 69,064 "," 75,962 "," 71,117 "," 90,864 "," 85,500 "," 73,486 "," 67,238 "," 81,243 "," 74,125 "," 83,078 "," 75,033 "
2017,120,노은,"125,467","132,450","124,290","131,036","131,111","138,873","122,093","128,915","129,364"," 137,072 "," 123,013 "," 130,223 "," 124,045 "," 131,121 "," 124,109 "," 132,101 "," 126,289 "," 133,167 "," 114,490 "," 120,364 "," 125,764 "," 130,837 "," 131,055 "," 136,155 "
2017,121,지족,"85,546","81,933","85,086","81,102","101,226","96,832","94,516","90,550","96,074"," 91,614 "," 92,172 "," 88,116 "," 84,106 "," 80,997 "," 84,606 "," 81,095 "," 92,343 "," 88,287 "," 80,930 "," 76,960 "," 93,205 "," 89,272 "," 90,674 "," 85,843 "
2017,122,반석,"195,505","174,367","195,565","174,313","213,888","192,526","202,562","183,881","209,797"," 191,174 "," 208,450 "," 189,474 "," 205,787 "," 189,003 "," 205,294 "," 188,399 "," 217,318 "," 192,226 "," 195,292 "," 180,100 "," 215,677 "," 198,018 "," 224,854 "," 204,822 "
2018,101,판암," 120,099 "," 103,185 "," 106,864 "," 91,641 "," 131,243 "," 113,647 ","127,007"," 109,070 ",,,,,,,,,,,,,,,,
2018,102,신흥," 61,193 "," 52,844 "," 52,700 "," 45,790 "," 63,580 "," 55,355 ","61,863"," 53,571 ",,,,,,,,,,,,,,,,
2018,103,대동," 142,370 "," 124,856 "," 118,222 "," 103,734 "," 171,351 "," 151,238 ","164,067"," 145,909 ",,,,,,,,,,,,,,,,
2018,104,대전," 333,307 "," 326,833 "," 302,244 "," 299,060 "," 357,075 "," 350,760 ","351,422"," 343,433 ",,,,,,,,,,,,,,,,
2018,105,중앙로," 202,440 "," 223,767 "," 194,715 "," 213,812 "," 213,646 "," 235,855 ","191,537"," 213,416 ",,,,,,,,,,,,,,,,
2018,106,중구청," 73,520 "," 77,848 "," 60,496 "," 64,911 "," 77,291 "," 81,760 ","75,996"," 80,622 ",,,,,,,,,,,,,,,,
2018,107,서대전네거리," 213,500 "," 223,797 "," 186,621 "," 195,742 "," 226,266 "," 235,406 ","217,652"," 226,224 ",,,,,,,,,,,,,,,,
2018,108,오룡," 134,608 "," 123,976 "," 115,686 "," 106,426 "," 142,954 "," 129,793 ","140,305"," 127,318 ",,,,,,,,,,,,,,,,
2018,109,용문," 231,487 "," 234,666 "," 200,055 "," 203,228 "," 240,977 "," 243,509 ","232,539"," 236,493 ",,,,,,,,,,,,,,,,
2018,110,탄방," 166,770 "," 185,059 "," 137,512 "," 151,811 "," 164,833 "," 183,118 ","156,067"," 173,799 ",,,,,,,,,,,,,,,,
2018,111,시청," 251,064 "," 267,065 "," 210,406 "," 224,643 "," 237,603 "," 255,727 ","222,779"," 239,059 ",,,,,,,,,,,,,,,,
2018,112,정부청사," 200,329 "," 213,969 "," 171,407 "," 182,622 "," 207,089 "," 221,076 ","200,028"," 214,230 ",,,,,,,,,,,,,,,,
2018,113,갈마," 92,431 "," 89,718 "," 82,157 "," 80,384 "," 96,523 "," 93,641 ","94,028"," 90,990 ",,,,,,,,,,,,,,,,
2018,114,월평," 116,077 "," 115,567 "," 101,236 "," 100,100 "," 124,028 "," 124,205 ","119,456"," 120,292 ",,,,,,,,,,,,,,,,
2018,115,갑천," 31,235 "," 30,620 "," 27,165 "," 26,337 "," 33,081 "," 32,741 ","31,823"," 31,326 ",,,,,,,,,,,,,,,,
2018,116,유성온천," 278,648 "," 286,408 "," 241,727 "," 247,547 "," 298,988 "," 304,086 ","284,934"," 291,541 ",,,,,,,,,,,,,,,,
2018,117,구암," 76,111 "," 75,151 "," 68,338 "," 68,286 "," 86,537 "," 85,961 ","84,928"," 84,403 ",,,,,,,,,,,,,,,,
2018,118,현충원," 62,057 "," 46,231 "," 56,458 "," 41,254 "," 86,229 "," 72,211 ","87,152"," 72,598 ",,,,,,,,,,,,,,,,
2018,119,월드컵경기장," 80,709 "," 71,854 "," 70,138 "," 62,905 "," 84,570 "," 76,405 ","82,909"," 74,895 ",,,,,,,,,,,,,,,,
2018,120,노은," 128,606 "," 135,406 "," 111,877 "," 117,670 "," 127,802 "," 134,856 ","120,181"," 127,575 ",,,,,,,,,,,,,,,,
2018,121,지족," 87,613 "," 83,473 "," 75,745 "," 71,688 "," 94,930 "," 90,185 ","90,278"," 87,709 ",,,,,,,,,,,,,,,,
2018,122,반석," 222,149 "," 203,137 "," 193,386 "," 175,364 "," 230,281 "," 212,055 ","227,258"," 209,113 ",,,,,,,,,,,,,,,,
